date,instance,obj_node_num,randomSeed,obj_iterTimes,obj_time,all_time
22/07/13 02:24:47,soc-buzznet,30624,12364,5545,899.34,1000.13
22/07/13 02:24:47,soc-buzznet,30625,13271,655,103.503,1000.1
22/07/13 02:24:47,soc-buzznet,30624,25398,4853,769.346,1000.09
22/07/13 02:24:47,soc-buzznet,30624,30113,2974,490.094,1000.09
22/07/13 02:24:47,soc-buzznet,30625,52777,2538,432.25,1000.09
22/07/13 02:24:47,soc-buzznet,30624,5520,3381,554.984,1000.11
22/07/13 02:24:47,soc-buzznet,30622,30252,4306,712.182,1000.1
22/07/13 02:24:47,soc-buzznet,30619,57763,5033,816.529,1000.09
22/07/13 02:24:47,soc-buzznet,30625,19783,3001,487.268,1000.04
22/07/13 02:24:47,soc-buzznet,30625,34597,2905,479.47,1000.07
22/07/13 02:41:28,soc-delicious,85879,920,3138,919.668,1000
22/07/13 02:41:28,soc-delicious,85970,11952,3344,968.462,1000.1
22/07/13 02:41:28,soc-delicious,85957,54334,3138,933.01,1000.22
22/07/13 02:41:28,soc-delicious,85941,8196,2894,819.969,1000.17
22/07/13 02:41:28,soc-delicious,85950,18408,3344,969.384,1000.1
22/07/13 02:41:28,soc-delicious,85954,46274,3343,972.228,1000.02
22/07/13 02:41:28,soc-delicious,85971,48715,2713,783.698,1000.24
22/07/13 02:41:28,soc-delicious,85940,64428,3343,961.299,1000.01
22/07/13 02:41:28,soc-delicious,85887,8976,3343,953.92,1000.14
22/07/13 02:41:28,soc-delicious,86022,52449,3138,960.005,1000.2
22/07/13 02:49:50,soc-digg,103244,18945,32,38.4814,500.037
22/07/13 02:49:50,soc-digg,103242,65356,31,34.9216,500.254
22/07/13 02:49:50,soc-digg,103243,64142,63,57.7694,500.355
22/07/13 02:49:51,soc-digg,103245,23929,63,63.5864,500.615
22/07/13 02:49:51,soc-digg,103244,3024,29,32.6036,500.521
22/07/13 02:49:51,soc-digg,103244,6174,63,64.2796,500.747
22/07/13 02:49:51,soc-digg,103246,56906,63,60.6304,500.551
22/07/13 02:49:51,soc-digg,103244,7258,23,18.6468,500.679
22/07/13 02:49:51,soc-digg,103243,65275,25,24.5156,500.361
22/07/13 02:49:50,soc-digg,103245,56756,29,24.8494,500.329
22/07/13 03:06:32,soc-flickr,153272,24919,149,55.511,1000.12
22/07/13 03:06:32,soc-flickr,153273,52953,105,41.5424,1000.1
22/07/13 03:06:32,soc-flickr,153271,18282,301,102.519,1000.28
22/07/13 03:06:32,soc-flickr,153271,61732,301,107.129,1000.2
22/07/13 03:06:32,soc-flickr,153271,39065,149,55.264,1000.13
22/07/13 03:06:32,soc-flickr,153272,10294,229,87.0422,1000.32
22/07/13 03:06:32,soc-flickr,153272,14360,498,186.887,1000.01
22/07/13 03:06:32,soc-flickr,153271,16746,485,169.533,1000.31
22/07/13 03:06:32,soc-flickr,153271,53682,1020,363.465,1000.24
22/07/13 03:06:32,soc-flickr,153272,63199,303,108.822,1000.04
22/07/13 03:23:15,soc-flixster,96317,45617,74,147.909,1000.13
22/07/13 03:23:15,soc-flixster,96317,10485,70,142.467,1000.76
22/07/13 03:23:15,soc-flixster,96317,10339,35,80.07,1000.28
22/07/13 03:23:15,soc-flixster,96317,59708,70,136.913,1001.08
22/07/13 03:23:14,soc-flixster,96317,55358,70,140.84,1000.04
22/07/13 03:23:16,soc-flixster,96317,58204,70,133.928,1001
22/07/13 03:23:15,soc-flixster,96317,4255,70,143.2,1000.29
22/07/13 03:23:15,soc-flixster,96317,26182,17,44.8377,1000.03
22/07/13 03:23:16,soc-flixster,96317,34571,70,147.74,1001.21
22/07/13 03:23:16,soc-flixster,96317,28808,70,136.657,1001.75
22/07/13 03:40:03,soc-livejournal,1869077,33153,191,945.562,1000.34
22/07/13 03:40:03,soc-livejournal,1869101,43858,225,983.25,1001.49
22/07/13 03:40:04,soc-livejournal,1869086,2535,232,998.522,1002.22
22/07/13 03:40:07,soc-livejournal,1869076,38084,219,987.854,1005.09
22/07/13 03:40:04,soc-livejournal,1869086,54865,216,1001.52,1001.52
22/07/13 03:40:04,soc-livejournal,1869096,45161,225,1001.84,1001.84
22/07/13 03:40:07,soc-livejournal,1869082,1507,193,1003.6,1003.6
22/07/13 03:40:07,soc-livejournal,1869081,35198,224,970.937,1003.78
22/07/13 03:40:07,soc-livejournal,1869098,21945,196,1002.91,1002.91
22/07/13 03:40:04,soc-livejournal,1869082,54668,204,990.339,1001.14
22/07/13 03:56:53,soc-pokec,843439,2379,308,936.44,1000.98
22/07/13 03:56:53,soc-pokec,843444,54846,311,932.086,1002
22/07/13 03:56:55,soc-pokec,843448,64664,353,989.198,1002.41
22/07/13 03:56:56,soc-pokec,843458,27121,346,965.794,1000.4
22/07/13 03:56:56,soc-pokec,843462,20472,346,939.734,1000.14
22/07/13 03:56:57,soc-pokec,843432,37161,349,978.553,1001.53
22/07/13 03:56:57,soc-pokec,843448,8372,317,997.774,1000.11
22/07/13 03:57:00,soc-pokec,843437,41898,327,926.248,1002.72
22/07/13 03:56:57,soc-pokec,843451,51416,344,984.532,1000.48
22/07/13 03:56:59,soc-pokec,843438,13555,338,1001.37,1001.37
22/07/13 04:13:36,soc-youtube-snap,276945,42082,53,44.3087,1000.05
22/07/13 04:13:36,soc-youtube-snap,276947,29681,54,34.6436,1000.16
22/07/13 04:13:36,soc-youtube-snap,276946,22494,53,38.2423,1000.22
22/07/13 04:13:38,soc-youtube-snap,276945,12780,53,37.8345,1000.34
22/07/13 04:13:38,soc-youtube-snap,276945,2837,54,42.8188,1000.15
22/07/13 04:13:39,soc-youtube-snap,276945,35321,53,44.1663,1000.14
22/07/13 04:13:39,soc-youtube-snap,276945,12842,56,53.84,1000.63
22/07/13 04:13:41,soc-youtube-snap,276946,29619,53,37.6079,1000.05
22/07/13 04:13:42,soc-youtube-snap,276945,12250,53,51.3287,1000.45
22/07/13 04:13:42,soc-youtube-snap,276945,63637,54,48.8612,1000.57
22/07/13 04:30:26,socfb-A-anon,375233,27291,8,59.417,1003.14
22/07/13 04:30:24,socfb-A-anon,375235,12371,14,67.7329,1001.46
22/07/13 04:30:26,socfb-A-anon,375235,12480,16,89.6034,1003.37
22/07/13 04:30:26,socfb-A-anon,375233,3086,24,151.786,1000.35
22/07/13 04:30:29,socfb-A-anon,375233,10364,13,64.1793,1003.44
22/07/13 04:30:29,socfb-A-anon,375231,30306,16,108.231,1002.84
22/07/13 04:30:29,socfb-A-anon,375231,8235,16,81.8131,1003.65
22/07/13 04:30:29,socfb-A-anon,375233,7467,13,86.1482,1001.41
22/07/13 04:30:31,socfb-A-anon,375233,46492,14,73.3149,1003.49
22/07/13 04:30:31,socfb-A-anon,375233,11107,18,120.732,1002.95
22/07/13 04:47:15,socfb-B-anon,303050,7145,10,56.8774,1002.56
22/07/13 04:47:15,socfb-B-anon,303050,59143,8,41.7026,1002.18
22/07/13 04:47:14,socfb-B-anon,303050,32096,13,70.9012,1001.72
22/07/13 04:47:13,socfb-B-anon,303049,43779,8,45.9522,1000.78
22/07/13 04:47:16,socfb-B-anon,303050,41033,13,75.1281,1000.8
22/07/13 04:47:17,socfb-B-anon,303050,22,8,45.6959,1000.14
22/07/13 04:47:17,socfb-B-anon,303049,10240,13,76.0417,1002.19
22/07/13 04:47:18,socfb-B-anon,303050,46019,8,58.6026,1003.12
22/07/13 04:47:16,socfb-B-anon,303050,52252,8,62.639,1001.58
22/07/13 04:47:19,socfb-B-anon,303049,17939,13,86.3366,1002.64
22/07/13 05:03:56,socfb-Berkeley13,17215,34860,33673,413.604,1000.04
22/07/13 05:03:56,socfb-Berkeley13,17214,23304,23710,301.809,1000.01
22/07/13 05:03:56,socfb-Berkeley13,17215,51774,2180,26.5926,1000
22/07/13 05:03:56,socfb-Berkeley13,17214,42309,15652,225.459,1000.01
22/07/13 05:03:57,socfb-Berkeley13,17213,46444,45174,623.287,1000.01
22/07/13 05:03:57,socfb-Berkeley13,17215,38601,20438,262.633,1000
22/07/13 05:03:58,socfb-Berkeley13,17214,16306,10057,120.172,1000.02
22/07/13 05:04:00,socfb-Berkeley13,17214,61458,22862,320.03,1000.01
22/07/13 05:04:00,socfb-Berkeley13,17214,39017,46929,595.961,1000.01
22/07/13 05:04:00,socfb-Berkeley13,17213,37645,23488,316.262,1000.01
22/07/13 05:12:17,socfb-Duke14,7684,12389,24939,137.619,500.002
22/07/13 05:12:17,socfb-Duke14,7684,40870,23219,130.708,500.003
22/07/13 05:12:17,socfb-Duke14,7684,53680,31499,128.929,500.003
22/07/13 05:12:17,socfb-Duke14,7683,38386,22396,92.7559,500.004
22/07/13 05:12:17,socfb-Duke14,7683,33602,12143,68.1893,500.011
22/07/13 05:12:20,socfb-Duke14,7684,11203,905,4.83304,500.003
22/07/13 05:12:20,socfb-Duke14,7684,55432,5173,40.8147,500.004
22/07/13 05:12:20,socfb-Duke14,7684,47688,6555,48.126,500.002
22/07/13 05:12:21,socfb-Duke14,7684,872,5893,46.054,500.004
22/07/13 05:12:21,socfb-Duke14,7684,23874,1282,10.0738,500.004
22/07/13 05:28:58,socfb-Indiana,23321,23690,6438,135.362,1000.02
22/07/13 05:28:58,socfb-Indiana,23319,16729,42858,849.661,1000.01
22/07/13 05:28:58,socfb-Indiana,23320,1716,20404,418.491,1000
22/07/13 05:28:58,socfb-Indiana,23321,38981,3416,57.5008,1000.03
22/07/13 05:28:58,socfb-Indiana,23322,57545,16596,368.953,1000.01
22/07/13 05:29:01,socfb-Indiana,23322,41522,35273,694.251,1000.04
22/07/13 05:29:01,socfb-Indiana,23321,61135,17036,381.451,1000.01
22/07/13 05:29:01,socfb-Indiana,23318,39310,39676,785.14,1000.01
22/07/13 05:29:01,socfb-Indiana,23319,55997,50514,996.566,1000.01
22/07/13 05:29:07,socfb-Indiana,23323,13198,42366,869.92,1000.02
22/07/13 05:45:39,socfb-OR,36552,38027,20573,834.483,1000.01
22/07/13 05:45:39,socfb-OR,36551,64585,6041,243.78,1000.02
22/07/13 05:45:39,socfb-OR,36551,6961,20880,862.031,1000.01
22/07/13 05:45:39,socfb-OR,36552,14790,2974,116.151,1000
22/07/13 05:45:39,socfb-OR,36552,25554,1336,52.2831,1000.02
22/07/13 05:45:41,socfb-OR,36549,12601,18630,794.41,1000.03
22/07/13 05:45:41,socfb-OR,36550,11109,18894,780.666,1000.03
22/07/13 05:45:41,socfb-OR,36552,57559,1432,70.1584,1000.02
22/07/13 05:45:42,socfb-OR,36552,62679,1608,60.0488,1000.02
22/07/13 05:45:49,socfb-OR,36549,35214,23177,943.184,1000.04
22/07/13 06:02:20,socfb-Penn94,31168,30037,29788,887.521,1000.01
22/07/13 06:02:21,socfb-Penn94,31167,11591,14353,410.035,1000
22/07/13 06:02:20,socfb-Penn94,31165,16825,32161,844.583,1000.05
22/07/13 06:02:20,socfb-Penn94,31170,46436,32366,886.584,1000.01
22/07/13 06:02:20,socfb-Penn94,31168,39690,18716,541.912,1000
22/07/13 06:02:22,socfb-Penn94,31169,27249,26489,855.961,1000
22/07/13 06:02:22,socfb-Penn94,31165,50332,3828,108.521,1000
22/07/13 06:02:22,socfb-Penn94,31167,16808,24331,752.151,1000.01
22/07/13 06:02:23,socfb-Penn94,31167,52408,17690,480.781,1000.02
22/07/13 06:02:30,socfb-Penn94,31169,33513,29337,816.015,1000
22/07/13 06:05:42,socfb-Stanford3,8518,62751,3522,32.271,200.001
22/07/13 06:05:42,socfb-Stanford3,8518,9458,306,3.18593,200.003
22/07/13 06:05:42,socfb-Stanford3,8518,34599,8365,63.17,200.005
22/07/13 06:05:42,socfb-Stanford3,8518,60841,6575,41.9961,200.002
22/07/13 06:05:42,socfb-Stanford3,8518,63824,4686,38.1979,200.008
22/07/13 06:05:42,socfb-Stanford3,8518,33520,152,1.64634,200.009
22/07/13 06:05:42,socfb-Stanford3,8518,8325,2079,15.9333,200.005
22/07/13 06:05:48,socfb-Stanford3,8518,40280,196,2.22951,200.003
22/07/13 06:05:48,socfb-Stanford3,8518,40667,7855,59.8191,200.006
22/07/13 06:05:50,socfb-Stanford3,8518,17240,243,2.33659,200.002
22/07/13 06:22:23,socfb-Texas84,28175,30461,7922,178.873,1000.02
22/07/13 06:22:23,socfb-Texas84,28171,37475,6903,199.961,1000.02
22/07/13 06:22:23,socfb-Texas84,28167,23195,35813,893.407,1000.02
22/07/13 06:22:23,socfb-Texas84,28172,1795,11735,344.127,1000.02
22/07/13 06:22:23,socfb-Texas84,28175,11325,17490,421.526,1000.01
22/07/13 06:22:23,socfb-Texas84,28176,5622,24502,665.286,1000
22/07/13 06:22:23,socfb-Texas84,28177,57282,27033,780.327,1000.01
22/07/13 06:22:29,socfb-Texas84,28175,50234,16905,415.208,1000.01
22/07/13 06:22:29,socfb-Texas84,28176,64457,23378,629.113,1000.01
22/07/13 06:22:31,socfb-Texas84,28179,2249,8094,245.908,1000.02
22/07/13 06:39:03,socfb-UCLA,15222,62630,81799,958.854,1000
22/07/13 06:39:03,socfb-UCLA,15225,43318,12995,188.719,1000
22/07/13 06:39:03,socfb-UCLA,15226,63573,7898,107.346,1000
22/07/13 06:39:03,socfb-UCLA,15223,53495,11301,170.665,1000
22/07/13 06:39:03,socfb-UCLA,15223,53192,12121,165.986,1000
22/07/13 06:39:04,socfb-UCLA,15230,26452,2003,22.8975,1000.01
22/07/13 06:39:03,socfb-UCLA,15227,19032,7920,82.392,1000
22/07/13 06:39:09,socfb-UCLA,15227,29073,19896,224.484,1000
22/07/13 06:39:09,socfb-UCLA,15224,54761,62180,753.275,1000.01
22/07/13 06:39:12,socfb-UCLA,15225,11106,29254,363.99,1000.01
22/07/14 19:22:00,tech-as-skitter,527470,5443,401,997.02,1002.18
22/07/14 19:21:58,tech-as-skitter,527439,14484,401,952.341,1000.59
22/07/14 19:21:59,tech-as-skitter,527326,3627,303,747.624,1000.78
22/07/14 19:21:58,tech-as-skitter,527304,15904,303,713.355,1000.5
22/07/14 19:22:00,tech-as-skitter,527359,10999,281,646.612,1001.89
22/07/14 19:21:59,tech-as-skitter,527406,17152,401,976.417,1001.25
22/07/14 19:21:58,tech-as-skitter,527375,6772,371,856.741,1000.51
22/07/14 19:21:59,tech-as-skitter,527510,34339,401,942.536,1001.14
22/07/14 19:21:58,tech-as-skitter,527522,7003,401,935.931,1000.06
22/07/14 19:21:58,tech-as-skitter,527570,15525,231,568.809,1000.44
22/07/14 19:38:41,web-BerkStan,5385,52304,9095,28.5648,1000.01
22/07/14 19:38:41,web-BerkStan,5385,41447,15077,46.6308,1000
22/07/14 19:38:41,web-BerkStan,5385,15424,14536,49.0817,1000
22/07/14 19:38:41,web-BerkStan,5385,10092,9654,32.3827,1000
22/07/14 19:38:42,web-BerkStan,5385,24897,20380,69.1032,1000
22/07/14 19:38:41,web-BerkStan,5385,30993,15137,51.2264,1000
22/07/14 19:38:41,web-BerkStan,5385,8283,9480,22.4963,1000
22/07/14 19:38:41,web-BerkStan,5385,41733,11635,25.7898,1000
22/07/14 19:38:41,web-BerkStan,5385,34505,64237,142.449,1000.01
22/07/14 19:38:41,web-BerkStan,5385,34461,1767,3.87992,1000
22/07/14 19:55:22,web-arabic-2005,114438,756,1152,847.708,1000.3
22/07/14 19:55:22,web-arabic-2005,114431,51139,910,659.826,1000.53
22/07/14 19:55:22,web-arabic-2005,114438,21614,1347,812.493,1000.41
22/07/14 19:55:22,web-arabic-2005,114439,9622,173,110.654,1000.2
22/07/14 19:55:22,web-arabic-2005,114432,50468,1211,999.261,1000.05
22/07/14 19:55:22,web-arabic-2005,114437,65430,1211,941.699,1000.03
22/07/14 19:55:22,web-arabic-2005,114435,3039,161,125.343,1000.2
22/07/14 19:55:22,web-arabic-2005,114431,47763,1212,953.216,1000.17
22/07/14 19:55:22,web-arabic-2005,114428,30236,1406,994.695,1000.02
22/07/14 19:55:23,web-arabic-2005,114430,23954,1065,873.996,1000.46
22/07/14 20:12:04,web-wikipedia2009,648328,36770,474,666.235,1000.12
22/07/14 20:12:05,web-wikipedia2009,648323,58175,629,956.747,1001.16
22/07/14 20:12:05,web-wikipedia2009,648323,4496,748,981.695,1001.13
22/07/14 20:12:05,web-wikipedia2009,648318,38332,542,868.178,1001.28
22/07/14 20:12:05,web-wikipedia2009,648323,41286,379,524.106,1000.5
22/07/14 20:12:05,web-wikipedia2009,648335,2489,463,699.306,1001.02
22/07/14 20:12:04,web-wikipedia2009,648323,22424,635,987.719,1000.32
22/07/14 20:12:04,web-wikipedia2009,648321,28056,640,944.109,1000.17
22/07/14 20:12:05,web-wikipedia2009,648324,44420,542,742.01,1001.09
22/07/14 20:12:05,web-wikipedia2009,648334,31182,654,978.105,1001.21
22/07/14 21:43:40,bio-dmela,2630,65150,4871,5.08149,20.002
22/07/14 21:43:40,bio-dmela,2630,33001,3012,3.05012,20.0016
22/07/14 21:43:40,bio-dmela,2630,41362,8484,14.6322,20.0055
22/07/14 21:43:40,bio-dmela,2630,17091,29,0.0640792,20.0035
22/07/14 21:43:40,bio-dmela,2632,34278,49,0.0496958,20.0014
22/07/14 21:43:40,bio-dmela,2630,60557,4871,7.93226,20.0058
22/07/14 21:43:40,bio-dmela,2630,53877,4871,7.37242,20.006
22/07/14 21:43:40,bio-dmela,2630,20768,19,0.0215197,20.002
22/07/14 21:43:40,bio-dmela,2630,60270,19,0.0211902,20.0018
22/07/14 21:43:40,bio-dmela,2630,40020,23,0.025107,20.0015
22/07/14 21:43:50,bio-yeast,456,29567,2,0.000489,10.0019
22/07/14 21:43:50,bio-yeast,456,44064,4,0.0007703,10.0014
22/07/14 21:43:50,bio-yeast,456,58593,7,0.0011648,10.0026
22/07/14 21:43:50,bio-yeast,456,7703,3,0.0006179,10.0019
22/07/14 21:43:50,bio-yeast,456,3067,10,0.0015944,10.0018
22/07/14 21:43:50,bio-yeast,456,39702,3,0.0006344,10.0018
22/07/14 21:43:50,bio-yeast,456,16295,3,0.0006097,10.0031
22/07/14 21:43:50,bio-yeast,456,3255,2,0.000467,10.0021
22/07/14 21:43:50,bio-yeast,456,44372,4,0.0007413,10.0019
22/07/14 21:43:50,bio-yeast,456,22241,3,0.0006383,10.0012
22/07/14 21:44:00,ca-AstroPh,11483,8555,7,0.0867978,10.0102
22/07/14 21:44:00,ca-AstroPh,11483,55093,10,0.192446,10.0032
22/07/14 21:44:00,ca-AstroPh,11483,4775,16,0.281005,10.0111
22/07/14 21:44:00,ca-AstroPh,11483,40541,5,0.0646303,10.0043
22/07/14 21:44:00,ca-AstroPh,11483,20690,7,0.138437,10.0086
22/07/14 21:44:00,ca-AstroPh,11483,19889,12,0.145261,10.0069
22/07/14 21:44:00,ca-AstroPh,11483,63788,10,0.183283,10.0194
22/07/14 21:44:00,ca-AstroPh,11483,41470,8,0.152291,10.0055
22/07/14 21:44:00,ca-AstroPh,11483,52354,7,0.0899559,10.0337
22/07/14 21:44:00,ca-AstroPh,11483,58452,6,0.111716,10.0122
22/07/14 21:44:21,ca-citeseer,129193,45121,10,2.82919,20.0379
22/07/14 21:44:21,ca-citeseer,129193,49399,9,2.65554,20.0481
